2024-10-14 19:44:52 INFO  baseClass:49 - Hi
2024-10-18 15:49:51 INFO  baseClass:33 - Entered the Admin Username
2024-10-18 15:49:54 INFO  baseClass:38 - Entered the Admin Password
2024-10-18 15:50:00 INFO  baseClass:43 - Clicked on the Login Button
2024-10-18 15:50:05 INFO  baseClass:49 - Clicked on the PIM
2024-10-18 15:50:10 INFO  baseClass:54 - Checked the EmployeeList is selected OR Not
2024-10-18 15:50:16 INFO  baseClass:60 - Entered the Employee Name
2024-10-18 15:50:19 INFO  baseClass:65 - Clicked on the Submit button
2024-10-18 15:50:23 INFO  baseClass:70 - Displayed the Msg
2024-10-18 15:50:26 INFO  baseClass:75 - Validated the Id is Same
2024-10-18 15:50:30 INFO  baseClass:80 - Clicked on the Delete Button
2024-10-18 15:50:33 INFO  baseClass:85 - Confirm Delete
